control_id,control_label,candidate_error,control_error,candidate_minus_control,bootstrap_ci_low,bootstrap_ci_high,candidate_better,candidate_fold_wins,panel
wrong_spatial_scope,Wrong spatial scope,0.3683892390054192,0.3814956386854111,-0.0131063996799918,-0.0168297120228725,-0.0093487887132162,True,2,a_b
cross_event_action_swap,Cross-event action swap,0.3683892390054192,0.3711788010272445,-0.0027895620218252,-0.0065470261423934,0.0010149079531671,True,3,a_b
effective_date_minus_4w,Action date -4 weeks,0.3683892390054192,0.3703077429712191,-0.0019185039657999,-0.0022085107868309,-0.0016308158556353,True,3,a_b
action_component_permutation,Action component permutation,0.3683892390054192,0.3648470197799787,0.0035422192254404,0.0007093536792415,0.006510825276209,False,3,a_b
zone_exposure_shuffle_seed_20260723,Zone exposure shuffle,0.3683892390054192,0.3640116597376684,0.0043775792677507,0.0020355512661733,0.0067753076300398,False,1,a_b
action_deleted,Action deleted,0.3683892390054192,0.3626162626409588,0.0057729763644604,-0.0002787628013696,0.0118266292593727,False,2,a_b
effective_date_plus_4w,Action date +4 weeks,0.3683892390054192,0.3589183344673512,0.009470904538068,0.0058531431886987,0.0131009221850481,False,2,a_b
