unit_id,county,township,service_point_count,essential_service_count,service_accessibility_score,service_gap_score,nearest_essential_service_distance_m,estimated_nearest_essential_travel_time_min,road_segment_count,road_length_km,mean_road_speed_kmh,capacity_norm,essential_norm,travel_time_inverse_norm
石柱土家族自治县|黄水镇|989,石柱土家族自治县,黄水镇,1520.0,55.0,0.234942,0.765058,2136.097,3.605,22.0,42.330392,47.999705,0.0,0.0,0.0
合川区|钱塘镇|262,合川区,钱塘镇,903.0,58.0,0.234907,0.765093,133.807,0.229,67.0,94.363233,47.272014,0.0,0.0,0.0
潼南县|柏梓镇|715,潼南县,柏梓镇,992.0,56.0,0.234066,0.765934,424.86,0.811,9.0,65.654873,42.429335,0.0,0.0,0.0
沙坪坝区|詹家溪街道|798,沙坪坝区,詹家溪街道,625.0,82.0,0.234024,0.765976,92.055,0.257,15.0,6.53528,29.015484,0.0,0.0,0.0
渝北区|洛碛镇|519,渝北区,洛碛镇,1057.0,71.0,0.233981,0.766019,1610.262,2.135,96.0,94.462414,61.089469,0.0,0.0,0.0
涪陵区|新妙镇|491,涪陵区,新妙镇,1090.0,60.0,0.233747,0.766253,1048.2,1.721,93.0,106.787042,49.335638,0.0,0.0,0.0
武隆县|仙女山镇|618,武隆县,仙女山镇,1826.0,53.0,0.233614,0.766386,2319.813,5.598,85.0,142.552605,33.563888,0.0,0.0,0.0
綦江区|东林街道|745,綦江区,东林街道,789.0,68.0,0.233592,0.766408,269.359,0.47,12.0,8.70921,46.462389,0.0,0.0,0.0
綦江区|赶水镇|526,綦江区,赶水镇,900.0,59.0,0.232613,0.767387,523.349,0.832,90.0,125.349477,50.942542,0.0,0.0,0.0
奉节县|兴隆镇|932,奉节县,兴隆镇,1553.0,58.0,0.231942,0.768058,2381.5,4.704,34.0,109.036387,41.011767,0.0,0.0,0.0
合川区|太和镇|241,合川区,太和镇,926.0,60.0,0.231775,0.768225,589.245,1.231,42.0,38.712318,38.779988,0.0,0.0,0.0
沙坪坝区|井口街道|797,沙坪坝区,井口街道,789.0,62.0,0.23127,0.76873,343.798,0.671,16.0,12.298726,41.499849,0.0,0.0,0.0
巴南区|接龙镇|554,巴南区,接龙镇,1081.0,46.0,0.231111,0.768889,953.819,1.459,77.0,118.323495,52.95707,0.0,0.0,0.0
江津区|先锋镇|682,江津区,先锋镇,1245.0,63.0,0.230927,0.769073,2146.251,3.479,88.0,129.377164,49.972107,0.0,0.0,0.0
合川区|草街街道|282,合川区,草街街道,1159.0,64.0,0.23092,0.76908,1735.902,3.059,146.0,118.923957,45.960479,0.0,0.0,0.0
潼南县|塘坝镇|708,潼南县,塘坝镇,960.0,44.0,0.230698,0.769302,418.593,0.725,36.0,39.963019,46.794125,0.0,0.0,0.0
垫江县|高安镇|316,垫江县,高安镇,1007.0,63.0,0.23029,0.76971,1394.875,2.245,62.0,94.40769,50.334531,0.0,0.0,0.0
璧山区|来凤街道|406,璧山区,来凤街道,781.0,52.0,0.229967,0.770033,184.551,0.358,84.0,74.292734,41.699672,0.0,0.0,0.0
合川区|云门街道|177,合川区,云门街道,981.0,56.0,0.229543,0.770457,1217.661,1.846,34.0,53.838257,53.416565,0.0,0.0,0.0
江北区|复盛镇人民政府|58,江北区,复盛镇人民政府,802.0,55.0,0.229086,0.770914,531.357,0.874,89.0,95.952824,49.22947,0.0,0.0,0.0
九龙坡区|巴福镇|80,九龙坡区,巴福镇,926.0,65.0,0.228848,0.771152,769.201,2.268,146.0,102.922993,27.470838,0.0,0.0,0.0
北碚区|童家溪镇|384,北碚区,童家溪镇,841.0,45.0,0.228624,0.771376,342.156,0.593,27.0,28.442643,46.760516,0.0,0.0,0.0
梁平县|屏锦镇|595,梁平县,屏锦镇,935.0,63.0,0.228382,0.771618,1149.151,2.284,48.0,67.496887,40.755634,0.0,0.0,0.0
涪陵区|珍溪镇|134,涪陵区,珍溪镇,899.0,59.0,0.228246,0.771754,897.818,1.877,80.0,119.620326,38.746048,0.0,0.0,0.0
奉节县|竹园镇|937,奉节县,竹园镇,977.0,26.0,0.228115,0.771885,165.784,0.366,38.0,59.017199,36.694245,0.0,0.0,0.0
涪陵区|江东街道|953,涪陵区,江东街道,1201.0,73.0,0.227693,0.772307,2752.479,4.612,112.0,126.461782,48.340906,0.0,0.0,0.0
武隆县|白马镇|880,武隆县,白马镇,907.0,57.0,0.227472,0.772528,1195.957,1.996,101.0,118.37046,48.530297,0.0,0.0,0.0
长寿区|葛兰镇|103,长寿区,葛兰镇,951.0,69.0,0.227388,0.772612,1259.759,2.982,65.0,74.783319,34.21389,0.0,0.0,0.0
北碚区|东阳街道|916,北碚区,东阳街道,871.0,69.0,0.227179,0.772821,1468.99,2.574,84.0,80.327492,46.235931,0.0,0.0,0.0
永川区|三教镇|623,永川区,三教镇,928.0,44.0,0.226587,0.773413,1146.096,1.527,21.0,78.268106,60.7787,0.0,0.0,0.0
大渡口区|建胜镇|965,大渡口区,建胜镇,784.0,44.0,0.226394,0.773606,328.444,0.768,122.0,107.677181,34.63104,0.0,0.0,0.0
丰都县|名山街道|236,丰都县,名山街道,894.0,77.0,0.226257,0.773743,1638.601,3.397,37.0,35.249647,39.075819,0.0,0.0,0.0
北碚区|龙凤桥街道|386,北碚区,龙凤桥街道,822.0,67.0,0.225936,0.774064,1609.757,2.46,51.0,71.286059,53.001946,0.0,0.0,0.0
南川区|水江镇|201,南川区,水江镇,1026.0,67.0,0.225775,0.774225,2197.603,3.71,148.0,226.440975,47.98222,0.0,0.0,0.0
永川区|来苏镇|632,永川区,来苏镇,784.0,51.0,0.225648,0.774352,679.327,1.338,17.0,59.638192,41.140316,0.0,0.0,0.0
开县|白鹤街道|212,开县,白鹤街道,766.0,43.0,0.225298,0.774702,370.759,0.841,29.0,43.141593,35.694463,0.0,0.0,0.0
云阳县|盘龙街道|913,云阳县,盘龙街道,1066.0,52.0,0.225054,0.774946,1370.738,3.178,21.0,54.222544,34.938713,0.0,0.0,0.0
合川区|大石街道|178,合川区,大石街道,796.0,39.0,0.224935,0.775065,446.136,0.872,63.0,70.998127,41.456732,0.0,0.0,0.0
江津区|支坪镇|464,江津区,支坪镇,887.0,43.0,0.22481,0.77519,1068.657,1.669,59.0,73.293818,51.867707,0.0,0.0,0.0
长寿区|长寿湖镇|759,长寿区,长寿湖镇,935.0,49.0,0.2248,0.7752,1177.628,2.301,27.0,41.255315,41.448581,0.0,0.0,0.0
永川区|陈食街道|640,永川区,陈食街道,752.0,45.0,0.224352,0.775648,709.978,1.123,80.0,122.222086,51.19785,0.0,0.0,0.0
大足区|三驱镇|418,大足区,三驱镇,766.0,38.0,0.224234,0.775766,612.77,0.792,11.0,19.590769,62.693827,0.0,0.0,0.0
垫江县|澄溪镇|311,垫江县,澄溪镇,1097.0,72.0,0.224128,0.775872,2741.537,4.787,36.0,65.237542,46.390162,0.0,0.0,0.0
巫溪县|上磺镇|541,巫溪县,上磺镇,677.0,45.0,0.224101,0.775899,633.695,0.728,9.0,53.426611,70.507248,0.0,0.0,0.0
九龙坡区|陶家镇|88,九龙坡区,陶家镇,720.0,42.0,0.223938,0.776062,348.126,0.86,90.0,97.16378,32.783742,0.0,0.0,0.0
江津区|油溪镇|470,江津区,油溪镇,1339.0,71.0,0.223521,0.776479,2874.098,6.277,37.0,92.082317,37.088356,0.0,0.0,0.0
铜梁区|虎峰镇|96,铜梁区,虎峰镇,690.0,51.0,0.223164,0.776836,738.53,1.4,43.0,49.978555,42.738132,0.0,0.0,0.0
沙坪坝区|歌乐山街道|826,沙坪坝区,歌乐山街道,540.0,48.0,0.222935,0.777065,159.387,0.394,5.0,6.215946,32.749137,0.0,0.0,0.0
万州区|沙河街道|199,万州区,沙河街道,747.0,46.0,0.222284,0.777716,865.824,1.644,49.0,45.718282,42.660507,0.0,0.0,0.0
铜梁区|平滩镇|82,铜梁区,平滩镇,613.0,35.0,0.222161,0.777839,122.499,0.237,53.0,58.498839,41.847941,0.0,0.0,0.0
万州区|天城镇|226,万州区,天城镇,736.0,44.0,0.222094,0.777906,820.969,1.521,101.0,108.206018,43.733451,0.0,0.0,0.0
涪陵区|蔺市镇|498,涪陵区,蔺市镇,797.0,30.0,0.222003,0.777997,640.924,1.046,68.0,76.178332,49.622463,0.0,0.0,0.0
忠县|新立镇|169,忠县,新立镇,884.0,47.0,0.221762,0.778238,1787.633,2.62,33.0,69.400165,55.270752,0.0,0.0,0.0
大足区|智凤镇|907,大足区,智凤镇,980.0,54.0,0.221684,0.778316,1717.083,3.651,154.0,136.51909,38.093847,0.0,0.0,0.0
巴南区|一品街道|560,巴南区,一品街道,749.0,53.0,0.22165,0.77835,1662.006,2.252,127.0,69.320859,59.782137,0.0,0.0,0.0
潼南县|双江镇|706,潼南县,双江镇,857.0,39.0,0.221644,0.778356,1140.469,2.023,74.0,84.277829,45.662378,0.0,0.0,0.0
綦江区|三江街道|728,綦江区,三江街道,753.0,42.0,0.221543,0.778457,959.901,1.619,55.0,51.262176,48.036275,0.0,0.0,0.0
南岸区|迎龙镇|918,南岸区,迎龙镇,755.0,32.0,0.221455,0.778545,691.565,1.072,127.0,120.639205,52.263231,0.0,0.0,0.0
江津区|西湖镇|477,江津区,西湖镇,826.0,43.0,0.221322,0.778678,1284.425,2.152,42.0,70.324999,48.337501,0.0,0.0,0.0
江津区|柏林镇|468,江津区,柏林镇,799.0,36.0,0.221213,0.778787,1227.311,1.622,114.0,95.773142,61.289618,0.0,0.0,0.0
江津区|贾嗣镇|478,江津区,贾嗣镇,556.0,40.0,0.220843,0.779157,322.64,0.525,53.0,53.862849,49.807913,0.0,0.0,0.0
永川区|卫星湖街道|643,永川区,卫星湖街道,838.0,37.0,0.220758,0.779242,1423.955,2.003,62.0,77.286067,57.573218,0.0,0.0,0.0
南川区|大观镇|33,南川区,大观镇,752.0,40.0,0.220755,0.779245,1034.341,1.68,44.0,49.75438,49.873045,0.0,0.0,0.0
铜梁区|旧县镇|84,铜梁区,旧县镇,692.0,38.0,0.220723,0.779277,769.747,1.22,45.0,73.822394,51.110871,0.0,0.0,0.0
奉节县|公平镇|422,奉节县,公平镇,796.0,27.0,0.220514,0.779486,571.249,1.206,22.0,94.997793,38.375807,0.0,0.0,0.0
石柱土家族自治县|西沱镇|72,石柱土家族自治县,西沱镇,691.0,51.0,0.220434,0.779566,1072.665,2.067,52.0,86.376011,42.025268,0.0,0.0,0.0
渝北区|统景镇|521,渝北区,统景镇,947.0,55.0,0.220303,0.779697,2130.132,3.814,19.0,63.337763,45.243468,0.0,0.0,0.0
綦江区|永新镇|128,綦江区,永新镇,886.0,40.0,0.219984,0.780016,1664.538,2.64,33.0,101.064186,51.062112,0.0,0.0,0.0
长寿区|云台镇|114,长寿区,云台镇,678.0,50.0,0.219821,0.780179,924.951,2.07,19.0,12.838694,36.197188,0.0,0.0,0.0
荣昌县|仁义镇|56,荣昌县,仁义镇,589.0,40.0,0.21966,0.78034,540.692,0.991,16.0,47.546254,44.19751,0.0,0.0,0.0
丰都县|高家镇|120,丰都县,高家镇,1020.0,69.0,0.219386,0.780614,4206.388,5.311,58.0,108.694571,64.150281,0.0,0.0,0.0
渝北区|石船镇|520,渝北区,石船镇,804.0,46.0,0.219349,0.780651,1742.747,2.686,60.0,80.40668,52.550799,0.0,0.0,0.0
沙坪坝区|中梁镇|968,沙坪坝区,中梁镇,750.0,50.0,0.219258,0.780742,1171.395,2.627,32.0,91.058424,36.120575,0.0,0.0,0.0
渝北区|玉峰山镇|691,渝北区,玉峰山镇,953.0,34.0,0.218576,0.781424,1706.471,3.049,175.0,168.754905,45.340981,0.0,0.0,0.0
梁平县|袁驿镇|577,梁平县,袁驿镇,469.0,33.0,0.218345,0.781655,130.592,0.204,58.0,67.418058,51.734148,0.0,0.0,0.0
巫山县|骡坪镇|51,巫山县,骡坪镇,550.0,29.0,0.218228,0.781772,318.236,0.447,7.0,65.968366,57.642122,0.0,0.0,0.0
涪陵区|马武镇|500,涪陵区,马武镇,586.0,38.0,0.218104,0.781896,687.421,1.23,20.0,50.23932,45.275006,0.0,0.0,0.0
永川区|何埂镇|627,永川区,何埂镇,853.0,54.0,0.218038,0.781962,2547.913,3.758,28.0,64.0472,54.915086,0.0,0.0,0.0
荣昌县|盘龙镇|753,荣昌县,盘龙镇,746.0,46.0,0.218013,0.781987,1155.489,2.659,15.0,40.997626,35.197536,0.0,0.0,0.0
黔江区|濯水镇|768,黔江区,濯水镇,619.0,23.0,0.218011,0.781989,395.687,0.561,83.0,64.306392,57.145083,0.0,0.0,0.0
忠县|马灌镇|154,忠县,马灌镇,770.0,31.0,0.217901,0.782099,1138.064,1.935,53.0,101.142959,47.630154,0.0,0.0,0.0
巫山县|庙宇镇|893,巫山县,庙宇镇,571.0,35.0,0.217835,0.782165,552.7,1.029,24.0,42.74316,43.496424,0.0,0.0,0.0
铜梁区|侣俸镇|739,铜梁区,侣俸镇,598.0,41.0,0.217822,0.782178,648.202,1.55,27.0,27.848039,33.884474,0.0,0.0,0.0
云阳县|高阳镇|45,云阳县,高阳镇,625.0,24.0,0.217761,0.782239,262.516,0.706,48.0,186.656679,30.101711,0.0,0.0,0.0
巫山县|福田镇|50,巫山县,福田镇,598.0,39.0,0.217605,0.782395,677.416,1.486,40.0,50.902224,36.925335,0.0,0.0,0.0
垫江县|太平镇|192,垫江县,太平镇,532.0,25.0,0.217566,0.782434,210.814,0.28,69.0,60.119756,60.965353,0.0,0.0,0.0
秀山土家族苗族自治县|乌杨街道|63,秀山土家族苗族自治县,乌杨街道,681.0,62.0,0.217402,0.782598,1767.746,3.394,26.0,36.759821,42.185416,0.0,0.0,0.0
云阳县|人和街道|375,云阳县,人和街道,789.0,48.0,0.217006,0.782994,1653.089,3.301,117.0,169.82517,40.5673,0.0,0.0,0.0
丰都县|龙河镇|232,丰都县,龙河镇,449.0,31.0,0.216932,0.783068,139.356,0.295,10.0,28.358484,38.229987,0.0,0.0,0.0
巫溪县|尖山镇|456,巫溪县,尖山镇,618.0,32.0,0.216921,0.783079,800.652,1.336,4.0,45.666923,48.529562,0.0,0.0,0.0
开县|铁桥镇|25,开县,铁桥镇,691.0,32.0,0.216858,0.783142,1202.588,1.78,23.0,49.179845,54.711124,0.0,0.0,0.0
江津区|石门镇|132,江津区,石门镇,661.0,35.0,0.216744,0.783256,946.435,1.81,10.0,26.954642,42.347874,0.0,0.0,0.0
铜梁区|蒲吕镇|95,铜梁区,蒲吕镇,843.0,34.0,0.216694,0.783306,1585.477,2.834,67.0,94.93367,45.317564,0.0,0.0,0.0
铜梁区|大庙镇|744,铜梁区,大庙镇,531.0,29.0,0.216637,0.783363,484.137,0.738,67.0,58.448978,53.143189,0.0,0.0,0.0
秀山土家族苗族自治县|官庄镇|830,秀山土家族苗族自治县,官庄镇,467.0,36.0,0.216575,0.783425,552.822,0.81,93.0,72.028788,55.258749,0.0,0.0,0.0
涪陵区|龙桥街道|957,涪陵区,龙桥街道,857.0,35.0,0.216236,0.783764,2184.351,3.116,172.0,160.648467,56.785697,0.0,0.0,0.0
巫山县|龙门街道|540,巫山县,龙门街道,579.0,20.0,0.216217,0.783783,328.193,0.568,36.0,46.378932,46.831964,0.0,0.0,0.0
铜梁区|安居镇|503,铜梁区,安居镇,503.0,30.0,0.216152,0.783848,406.25,0.736,9.0,22.140183,44.737836,0.0,0.0,0.0
开县|中和镇|160,开县,中和镇,571.0,49.0,0.216151,0.783849,1083.318,2.277,26.0,22.657559,38.536314,0.0,0.0,0.0
酉阳土家族苗族自治县|酉酬镇|866,酉阳土家族苗族自治县,酉酬镇,511.0,23.0,0.215853,0.784147,189.836,0.436,16.0,37.583512,35.269402,0.0,0.0,0.0
荣昌县|吴家镇|61,荣昌县,吴家镇,861.0,53.0,0.215817,0.784183,2071.882,4.281,31.0,48.779344,39.201911,0.0,0.0,0.0
长寿区|龙河镇|117,长寿区,龙河镇,529.0,26.0,0.215739,0.784261,368.582,0.751,26.0,67.520174,39.774045,0.0,0.0,0.0
合川区|双槐镇|125,合川区,双槐镇,574.0,32.0,0.215704,0.784296,1005.13,1.385,40.0,56.272559,58.783154,0.0,0.0,0.0
长寿区|新市镇|109,长寿区,新市镇,570.0,24.0,0.215686,0.784314,383.754,0.885,39.0,54.134199,35.134525,0.0,0.0,0.0
万州区|余家镇|15,万州区,余家镇,737.0,25.0,0.215519,0.784481,690.005,1.947,15.0,72.600898,28.713068,0.0,0.0,0.0
渝北区|兴隆镇|514,渝北区,兴隆镇,491.0,35.0,0.215493,0.784507,613.309,1.126,10.0,42.520541,44.117756,0.0,0.0,0.0
长寿区|石堰镇|102,长寿区,石堰镇,581.0,28.0,0.215238,0.784762,886.537,1.288,7.0,81.998952,55.765672,0.0,0.0,0.0
万州区|甘宁镇|271,万州区,甘宁镇,576.0,32.0,0.215238,0.784762,602.036,1.507,33.0,103.665318,32.361977,0.0,0.0,0.0
綦江区|三角镇|724,綦江区,三角镇,609.0,45.0,0.215237,0.784763,1492.876,2.494,83.0,70.92629,48.48139,0.0,0.0,0.0
北碚区|天府镇|49,北碚区,天府镇,395.0,30.0,0.215191,0.784809,202.964,0.347,28.0,54.859855,47.365135,0.0,0.0,0.0
潼南县|小渡镇|712,潼南县,小渡镇,565.0,30.0,0.215181,0.784819,983.976,1.328,3.0,20.309543,60.0,0.0,0.0,0.0
万州区|五桥街道|298,万州区,五桥街道,731.0,57.0,0.214952,0.785048,1914.244,3.997,103.0,74.688331,38.793867,0.0,0.0,0.0
北碚区|澄江镇|380,北碚区,澄江镇,703.0,42.0,0.214924,0.785076,1535.447,2.92,33.0,60.436707,42.591034,0.0,0.0,0.0
长寿区|江南街道|757,长寿区,江南街道,580.0,28.0,0.21485,0.78515,613.056,1.388,49.0,49.824414,35.785956,0.0,0.0,0.0
梁平县|回龙镇|590,梁平县,回龙镇,407.0,25.0,0.214833,0.785167,91.215,0.202,26.0,27.535239,36.660452,0.0,0.0,0.0
潼南县|崇龛镇|713,潼南县,崇龛镇,581.0,29.0,0.214814,0.785186,625.912,1.449,2.0,11.420421,35.0,0.0,0.0,0.0
綦江区|安稳镇|412,綦江区,安稳镇,600.0,28.0,0.214804,0.785196,959.487,1.527,90.0,108.373432,50.88162,0.0,0.0,0.0
涪陵区|白涛街道|955,涪陵区,白涛街道,1220.0,63.0,0.214743,0.785257,3270.128,7.236,77.0,153.416998,36.604772,0.0,0.0,0.0
奉节县|白帝城风景区管理委员会|946,奉节县,白帝城风景区管理委员会,540.0,28.0,0.214734,0.785266,867.519,1.187,59.0,48.556706,59.19973,0.0,0.0,0.0
荣昌县|双河街道|732,荣昌县,双河街道,630.0,53.0,0.214716,0.785284,1579.604,3.199,3.0,21.583706,40.0,0.0,0.0,0.0
长寿区|双龙镇|108,长寿区,双龙镇,531.0,31.0,0.214476,0.785524,884.829,1.368,27.0,67.212686,52.391608,0.0,0.0,0.0
合川区|三汇镇|400,合川区,三汇镇,841.0,56.0,0.21442,0.78558,3004.722,4.688,50.0,57.413719,51.920953,0.0,0.0,0.0
大渡口区|茄子溪街道|967,大渡口区,茄子溪街道,441.0,27.0,0.214381,0.785619,245.169,0.624,11.0,9.565511,31.826582,0.0,0.0,0.0
大足区|邮亭镇|440,大足区,邮亭镇,925.0,40.0,0.214375,0.785625,1883.289,4.243,114.0,77.090454,35.949237,0.0,0.0,0.0
开县|岳溪镇|165,开县,岳溪镇,923.0,45.0,0.214092,0.785908,1550.42,4.577,34.0,89.937455,27.43636,0.0,0.0,0.0
大足区|珠溪镇|41,大足区,珠溪镇,663.0,36.0,0.214016,0.785984,1162.194,2.551,48.0,109.667255,36.904404,0.0,0.0,0.0
南岸区|鸡冠石镇|387,南岸区,鸡冠石镇,456.0,23.0,0.21399,0.78601,343.204,0.583,73.0,48.713369,47.702868,0.0,0.0,0.0
合川区|清平镇|173,合川区,清平镇,495.0,29.0,0.213961,0.786039,761.69,1.175,67.0,90.268123,52.512689,0.0,0.0,0.0
巫溪县|凤凰镇|547,巫溪县,凤凰镇,370.0,30.0,0.213903,0.786097,236.386,0.515,35.0,49.236094,37.193948,0.0,0.0,0.0
万州区|高梁镇|294,万州区,高梁镇,577.0,33.0,0.213808,0.786192,926.673,1.921,44.0,122.606101,39.074955,0.0,0.0,0.0
开县|丰乐街道|186,开县,丰乐街道,564.0,32.0,0.213779,0.786221,848.322,1.788,28.0,28.193879,38.425681,0.0,0.0,0.0
大足区|中敖镇|419,大足区,中敖镇,644.0,33.0,0.213547,0.786453,847.194,2.379,66.0,75.155211,28.84485,0.0,0.0,0.0
九龙坡区|铜罐驿镇|90,九龙坡区,铜罐驿镇,470.0,36.0,0.213272,0.786728,642.009,1.607,33.0,38.195102,32.36073,0.0,0.0,0.0
綦江区|黑山镇|531,綦江区,黑山镇,665.0,11.0,0.213086,0.786914,658.336,1.28,31.0,63.557784,41.676296,0.0,0.0,0.0
涪陵区|义和镇|485,涪陵区,义和镇,554.0,46.0,0.212983,0.787017,1124.871,2.772,58.0,119.844568,32.86533,0.0,0.0,0.0
巴南区|东泉镇|877,巴南区,东泉镇,844.0,43.0,0.212945,0.787055,2241.543,4.275,32.0,81.547636,42.469317,0.0,0.0,0.0
垫江县|新民镇|302,垫江县,新民镇,472.0,24.0,0.212935,0.787065,367.338,0.983,47.0,51.51179,30.262359,0.0,0.0,0.0
巫溪县|文峰镇|459,巫溪县,文峰镇,1343.0,59.0,0.212817,0.787183,3908.319,8.155,12.0,37.929695,38.821106,0.0,0.0,0.0
开县|南门镇|185,开县,南门镇,547.0,23.0,0.212653,0.787347,659.796,1.422,34.0,53.101398,37.58153,0.0,0.0,0.0
梁平县|仁贤镇|587,梁平县,仁贤镇,377.0,35.0,0.212634,0.787366,979.609,1.158,21.0,70.197487,68.513519,0.0,0.0,0.0
合川区|土场镇|240,合川区,土场镇,582.0,37.0,0.212558,0.787442,1253.414,2.488,30.0,52.830775,40.809152,0.0,0.0,0.0
梁平县|聚奎镇|573,梁平县,聚奎镇,378.0,17.0,0.212479,0.787521,84.244,0.114,1.0,15.383957,60.0,0.0,0.0,0.0
南岸区|广阳镇|382,南岸区,广阳镇,417.0,17.0,0.212373,0.787627,205.662,0.379,47.0,55.886471,43.949162,0.0,0.0,0.0
江津区|蔡家镇|133,江津区,蔡家镇,858.0,35.0,0.21236,0.78764,2839.228,4.04,113.0,146.649026,56.918866,0.0,0.0,0.0
垫江县|沙坪镇|309,垫江县,沙坪镇,519.0,32.0,0.212258,0.787742,922.174,1.896,35.0,42.500565,39.387396,0.0,0.0,0.0
巴南区|惠民街道|565,巴南区,惠民街道,550.0,27.0,0.212165,0.787835,1091.138,1.801,46.0,62.125706,49.069904,0.0,0.0,0.0
长寿区|洪湖镇|110,长寿区,洪湖镇,458.0,25.0,0.212137,0.787863,589.706,1.15,32.0,63.935902,41.521773,0.0,0.0,0.0
荣昌县|峰高街道|734,荣昌县,峰高街道,494.0,38.0,0.212123,0.787877,1520.95,2.141,24.0,54.100037,57.535547,0.0,0.0,0.0
江津区|杜市镇|467,江津区,杜市镇,585.0,29.0,0.212071,0.787929,1308.182,2.135,5.0,38.111122,49.640665,0.0,0.0,0.0
綦江区|永城镇|127,綦江区,永城镇,353.0,25.0,0.212049,0.787951,367.344,0.574,72.0,73.220062,51.808434,0.0,0.0,0.0
涪陵区|龙潭镇|501,涪陵区,龙潭镇,543.0,23.0,0.212041,0.787959,741.406,1.546,32.0,30.378136,38.852979,0.0,0.0,0.0
石柱土家族自治县|下路镇|671,石柱土家族自治县,下路镇,691.0,24.0,0.211971,0.788029,1219.518,2.485,45.0,81.7604,39.752304,0.0,0.0,0.0
开县|巫山镇|19,开县,巫山镇,319.0,21.0,0.211872,0.788128,88.523,0.163,16.0,35.267579,44.041722,0.0,0.0,0.0
綦江区|青年镇|530,綦江区,青年镇,439.0,26.0,0.211828,0.788172,632.607,1.17,16.0,22.153704,43.801882,0.0,0.0,0.0
永川区|松溉镇|633,永川区,松溉镇,362.0,31.0,0.211776,0.788224,699.956,1.039,25.0,68.466457,54.586872,0.0,0.0,0.0
涪陵区|江北街道|954,涪陵区,江北街道,426.0,32.0,0.211615,0.788385,775.277,1.529,94.0,121.820848,41.068593,0.0,0.0,0.0
璧山区|大兴镇|718,璧山区,大兴镇,758.0,26.0,0.211606,0.788394,1371.287,3.078,32.0,66.133845,36.088979,0.0,0.0,0.0
垫江县|周嘉镇|289,垫江县,周嘉镇,596.0,30.0,0.211373,0.788627,1477.485,2.44,49.0,72.069,49.047287,0.0,0.0,0.0
綦江区|石角镇|524,綦江区,石角镇,637.0,31.0,0.211363,0.788637,1507.781,2.728,7.0,36.662268,44.773432,0.0,0.0,0.0
铜梁区|永嘉镇|106,铜梁区,永嘉镇,440.0,27.0,0.211211,0.788789,571.223,1.386,21.0,28.204385,33.393002,0.0,0.0,0.0
大足区|石马镇|42,大足区,石马镇,406.0,22.0,0.210978,0.789022,608.477,0.943,15.0,47.792042,52.280194,0.0,0.0,0.0
铜梁区|围龙镇|742,铜梁区,围龙镇,383.0,20.0,0.210967,0.789033,481.676,0.7,42.0,44.763037,55.745718,0.0,0.0,0.0
永川区|五间镇|625,永川区,五间镇,379.0,26.0,0.210949,0.789051,587.546,1.031,5.0,43.969314,46.15997,0.0,0.0,0.0
九龙坡区|石板镇|1,九龙坡区,石板镇,820.0,18.0,0.21093,0.78907,1111.261,3.135,84.0,63.127004,28.712159,0.0,0.0,0.0
江津区|四面山镇|482,江津区,四面山镇,917.0,24.0,0.210916,0.789084,1925.576,4.056,66.0,134.358983,38.454574,0.0,0.0,0.0
长寿区|海棠镇|98,长寿区,海棠镇,365.0,24.0,0.210847,0.789153,757.926,0.855,8.0,30.614383,71.790065,0.0,0.0,0.0
巫山县|巫峡镇|891,巫山县,巫峡镇,706.0,19.0,0.210776,0.789224,1528.614,2.587,139.0,149.583655,47.869227,0.0,0.0,0.0
武隆县|平桥镇|604,武隆县,平桥镇,332.0,17.0,0.210728,0.789272,198.449,0.291,74.0,48.988303,55.301693,0.0,0.0,0.0
秀山土家族苗族自治县|清溪场镇|65,秀山土家族苗族自治县,清溪场镇,770.0,34.0,0.210713,0.789287,1783.38,3.857,78.0,93.734519,37.448572,0.0,0.0,0.0
璧山区|河边镇|721,璧山区,河边镇,288.0,15.0,0.210283,0.789717,7.815,0.011,33.0,50.4972,56.905875,0.0,0.0,0.0
垫江县|高峰镇|317,垫江县,高峰镇,343.0,22.0,0.210241,0.789759,531.252,0.755,13.0,25.603507,57.023384,0.0,0.0,0.0
荣昌县|荣隆镇|755,荣昌县,荣隆镇,514.0,28.0,0.21021,0.78979,1343.327,2.125,49.0,30.95158,51.203932,0.0,0.0,0.0
巴南区|双河口镇|563,巴南区,双河口镇,408.0,19.0,0.210063,0.789937,727.351,1.021,104.0,79.891719,57.722485,0.0,0.0,0.0
开县|郭家镇|886,开县,郭家镇,647.0,38.0,0.210056,0.789944,1606.151,3.525,17.0,39.275114,36.908938,0.0,0.0,0.0
涪陵区|南沱镇|486,涪陵区,南沱镇,366.0,19.0,0.209904,0.790096,525.96,0.795,32.0,77.043103,53.617761,0.0,0.0,0.0
丰都县|虎威镇|358,丰都县,虎威镇,280.0,22.0,0.209817,0.790183,270.01,0.49,6.0,48.847042,44.661263,0.0,0.0,0.0
渝北区|古路镇|515,渝北区,古路镇,566.0,19.0,0.209814,0.790186,1405.983,1.983,55.0,70.525483,57.424138,0.0,0.0,0.0
垫江县|五洞镇|287,垫江县,五洞镇,328.0,25.0,0.209795,0.790205,525.328,0.953,3.0,25.473454,44.638019,0.0,0.0,0.0
万州区|熊家镇|180,万州区,熊家镇,441.0,27.0,0.209741,0.790259,1032.272,1.771,105.0,159.094402,47.213135,0.0,0.0,0.0
