unit_id,county,township,service_point_count,essential_service_count,service_accessibility_score,service_gap_score,nearest_essential_service_distance_m,estimated_nearest_essential_travel_time_min,road_segment_count,road_length_km,mean_road_speed_kmh,capacity_norm,essential_norm,travel_time_inverse_norm
荣昌县|昌元街道|736,荣昌县,昌元街道,7744.0,582.0,0.521227,0.478773,1477.279,2.293,68.0,70.030335,52.182024,0.0,0.0,0.0
南岸区|长生桥镇|923,南岸区,长生桥镇,7825.0,523.0,0.514844,0.485156,367.042,0.835,334.0,250.914855,35.594432,0.0,0.0,0.0
忠县|忠州镇|224,忠县,忠州镇,7353.0,558.0,0.511221,0.488779,495.837,1.018,137.0,144.159332,39.450707,0.0,0.0,0.0
江北区|石马河街道|651,江北区,石马河街道,7137.0,557.0,0.508868,0.491132,151.619,0.29,195.0,97.254472,42.414134,0.0,0.0,0.0
江津区|双福街道|481,江津区,双福街道,9174.0,389.0,0.508537,0.491463,933.851,2.172,484.0,354.903347,34.824981,0.0,0.0,0.0
九龙坡区|中梁山街道|91,九龙坡区,中梁山街道,7165.0,530.0,0.502466,0.497534,170.344,0.37,178.0,130.789469,37.334279,0.0,0.0,0.0
秀山土家族苗族自治县|中和街道|62,秀山土家族苗族自治县,中和街道,7295.0,529.0,0.502266,0.497734,626.677,1.09,102.0,89.502498,46.589047,0.0,0.0,0.0
荣昌县|昌洲街道|737,荣昌县,昌洲街道,7541.0,489.0,0.501035,0.498965,218.555,0.423,146.0,145.369481,41.85911,0.0,0.0,0.0
大足区|棠香街道|448,大足区,棠香街道,7545.0,472.0,0.498491,0.501509,38.635,0.093,333.0,211.709637,33.731056,0.0,0.0,0.0
巴南区|龙洲湾街道|584,巴南区,龙洲湾街道,7178.0,523.0,0.498145,0.501855,571.74,1.05,118.0,101.612595,44.088894,0.0,0.0,0.0
开县|汉丰街道|211,开县,汉丰街道,7571.0,461.0,0.485304,0.514696,1144.853,2.757,306.0,181.936148,33.636102,0.0,0.0,0.0
璧山区|璧城街道|407,璧山区,璧城街道,7023.0,482.0,0.483531,0.516469,669.957,1.228,165.0,146.004669,44.186471,0.0,0.0,0.0
石柱土家族自治县|南宾镇|676,石柱土家族自治县,南宾镇,7197.0,486.0,0.483086,0.516914,1608.043,2.573,125.0,123.732479,50.6311,0.0,0.0,0.0
巴南区|李家沱街道|583,巴南区,李家沱街道,6953.0,465.0,0.479792,0.520208,308.072,0.688,114.0,81.691982,36.296474,0.0,0.0,0.0
南岸区|南坪镇|299,南岸区,南坪镇,6095.0,520.0,0.475299,0.524701,52.818,0.105,127.0,86.704789,40.919242,0.0,0.0,0.0
沙坪坝区|陈家桥街道|982,沙坪坝区,陈家桥街道,4969.0,621.0,0.47329,0.52671,74.894,0.195,355.0,215.68743,31.155704,0.0,0.0,0.0
奉节县|永安镇|505,奉节县,永安镇,6461.0,486.0,0.473173,0.526827,333.32,0.676,52.0,61.066114,39.950032,0.0,0.0,0.0
永川区|胜利路街道|644,永川区,胜利路街道,6030.0,536.0,0.472869,0.527131,746.989,1.29,176.0,113.386326,46.892581,0.0,0.0,0.0
北碚区|北温泉街道|385,北碚区,北温泉街道,6139.0,483.0,0.46585,0.53415,228.653,0.444,219.0,116.001835,41.67414,0.0,0.0,0.0
潼南县|梓潼街道|961,潼南县,梓潼街道,6757.0,415.0,0.464535,0.535465,126.048,0.233,128.0,192.562079,43.897199,0.0,0.0,0.0
沙坪坝区|覃家岗街道|973,沙坪坝区,覃家岗街道,7046.0,375.0,0.460292,0.539708,278.89,0.567,258.0,123.751982,39.866853,0.0,0.0,0.0
九龙坡区|谢家湾街道|785,九龙坡区,谢家湾街道,5180.0,505.0,0.449771,0.550229,31.123,0.062,141.0,54.473265,40.933141,0.0,0.0,0.0
酉阳土家族苗族自治县|桃花源镇|1011,酉阳土家族苗族自治县,桃花源镇,5922.0,431.0,0.448167,0.551833,221.216,0.352,301.0,278.651719,50.909094,0.0,0.0,0.0
巴南区|花溪街道|566,巴南区,花溪街道,6147.0,402.0,0.443137,0.556863,549.33,1.11,239.0,163.95711,40.070635,0.0,0.0,0.0
江北区|五里店街道|603,江北区,五里店街道,5931.0,392.0,0.439928,0.560072,9.297,0.019,197.0,69.083439,38.747763,0.0,0.0,0.0
南岸区|花园路街道|143,南岸区,花园路街道,4962.0,474.0,0.436227,0.563773,100.02,0.204,143.0,58.01488,39.780426,0.0,0.0,0.0
北碚区|天生街道|381,北碚区,天生街道,4802.0,483.0,0.434312,0.565688,109.477,0.27,112.0,47.196567,32.853424,0.0,0.0,0.0
云阳县|双江街道|376,云阳县,双江街道,5555.0,418.0,0.43373,0.56627,432.662,0.902,217.0,147.981607,38.874586,0.0,0.0,0.0
铜梁区|巴川街道|111,铜梁区,巴川街道,5335.0,449.0,0.43319,0.56681,992.827,1.588,109.0,84.633814,50.650728,0.0,0.0,0.0
渝北区|双凤桥街道|703,渝北区,双凤桥街道,5879.0,358.0,0.429117,0.570883,130.157,0.262,124.0,123.874883,40.191809,0.0,0.0,0.0
万州区|高笋塘街道|336,万州区,高笋塘街道,5156.0,424.0,0.428677,0.571323,51.004,0.117,41.0,20.497626,35.35064,0.0,0.0,0.0
大渡口区|春晖路街道|790,大渡口区,春晖路街道,5196.0,419.0,0.428349,0.571651,61.071,0.145,100.0,48.616876,34.092227,0.0,0.0,0.0
开县|云枫街道|193,开县,云枫街道,5289.0,405.0,0.42467,0.57533,276.429,0.763,211.0,97.93566,29.363577,0.0,0.0,0.0
渝北区|大竹林街道|716,渝北区,大竹林街道,5443.0,347.0,0.416483,0.583517,64.356,0.14,188.0,156.799221,37.175178,0.0,0.0,0.0
潼南县|桂林街道|960,潼南县,桂林街道,5951.0,333.0,0.414957,0.585043,1194.819,2.583,85.0,126.326021,37.473199,0.0,0.0,0.0
合川区|钓鱼城街道|285,合川区,钓鱼城街道,5062.0,394.0,0.412193,0.587807,816.815,1.823,303.0,150.940424,36.285154,0.0,0.0,0.0
万州区|牌楼街道|326,万州区,牌楼街道,5204.0,350.0,0.410841,0.589159,109.468,0.262,71.0,65.161037,33.817042,0.0,0.0,0.0
云阳县|青龙街道|377,云阳县,青龙街道,5036.0,412.0,0.409721,0.590279,1381.197,3.323,209.0,172.535213,33.671473,0.0,0.0,0.0
梁平县|梁平县梁山街道|81,梁平县,梁平县梁山街道,5769.0,395.0,0.407456,0.592544,3704.718,7.067,100.0,167.453018,42.461206,0.0,0.0,0.0
巫山县|高唐街道|537,巫山县,高唐街道,5025.0,351.0,0.407388,0.592612,43.479,0.128,108.0,56.845549,27.502192,0.0,0.0,0.0
北碚区|蔡家岗镇|919,北碚区,蔡家岗镇,5352.0,311.0,0.405143,0.594857,92.871,0.187,192.0,180.987021,40.233663,0.0,0.0,0.0
万州区|百安坝街道|330,万州区,百安坝街道,4340.0,396.0,0.401138,0.598862,151.948,0.38,151.0,80.330078,32.395438,0.0,0.0,0.0
九龙坡区|白市驿镇|89,九龙坡区,白市驿镇,5422.0,285.0,0.398729,0.601271,286.669,0.597,256.0,231.374937,38.891221,0.0,0.0,0.0
万州区|太白街道|301,万州区,太白街道,4013.0,444.0,0.398499,0.601501,891.091,1.978,59.0,59.385078,36.491807,0.0,0.0,0.0
南岸区|涂山镇|917,南岸区,涂山镇,4567.0,360.0,0.397949,0.602051,164.013,0.295,124.0,79.613434,45.01448,0.0,0.0,0.0
江北区|大石坝街道|647,江北区,大石坝街道,4500.0,348.0,0.393098,0.606902,150.254,0.34,68.0,30.783592,35.821622,0.0,0.0,0.0
沙坪坝区|土主镇|971,沙坪坝区,土主镇,5208.0,286.0,0.392456,0.607544,509.395,0.943,302.0,174.148041,43.76241,0.0,0.0,0.0
南岸区|海棠溪街道|389,南岸区,海棠溪街道,4128.0,380.0,0.39221,0.60779,159.229,0.327,93.0,71.789018,39.471207,0.0,0.0,0.0
大足区|龙水镇|446,大足区,龙水镇,5241.0,268.0,0.390945,0.609055,162.329,0.388,200.0,214.205608,33.859707,0.0,0.0,0.0
江北区|华新街街道|431,江北区,华新街街道,4103.0,351.0,0.385537,0.614463,23.483,0.046,80.0,29.1147,41.135772,0.0,0.0,0.0
九龙坡区|西彭镇|2,九龙坡区,西彭镇,4485.0,345.0,0.384839,0.615161,1024.896,2.142,332.0,291.069255,38.761677,0.0,0.0,0.0
大渡口区|八桥镇|964,大渡口区,八桥镇,4503.0,306.0,0.383414,0.616586,104.329,0.223,249.0,149.964803,37.811275,0.0,0.0,0.0
武隆县|巷口镇|602,武隆县,巷口镇,4727.0,345.0,0.383337,0.616663,2418.755,3.865,184.0,156.458849,50.686463,0.0,0.0,0.0
南岸区|铜元局街道|144,南岸区,铜元局街道,4267.0,327.0,0.38298,0.61702,86.13,0.172,80.0,48.246428,40.617602,0.0,0.0,0.0
黔江区|城东街道|510,黔江区,城东街道,4087.0,388.0,0.380477,0.619523,1847.742,3.397,79.0,70.772513,44.061724,0.0,0.0,0.0
渝中区|大坪街道|655,渝中区,大坪街道,3564.0,362.0,0.375251,0.624749,30.139,0.056,55.0,24.788336,43.263643,0.0,0.0,0.0
江津区|鼎山街道|484,江津区,鼎山街道,4067.0,321.0,0.374163,0.625837,418.703,0.805,169.0,174.968447,42.12985,0.0,0.0,0.0
南岸区|天文街道|922,南岸区,天文街道,4350.0,293.0,0.373843,0.626157,332.347,0.808,55.0,70.081055,33.322692,0.0,0.0,0.0
大足区|龙岗街道|449,大足区,龙岗街道,4414.0,313.0,0.370228,0.629772,1453.537,3.276,134.0,76.93454,35.934987,0.0,0.0,0.0
南川区|南城街道|394,南川区,南城街道,4414.0,321.0,0.364267,0.635733,3073.82,5.235,272.0,180.977052,47.56186,0.0,0.0,0.0
开县|文峰街道|200,开县,文峰街道,4322.0,285.0,0.364014,0.635986,976.017,2.569,166.0,86.421032,30.777851,0.0,0.0,0.0
长寿区|渡舟街道|758,长寿区,渡舟街道,3887.0,299.0,0.360861,0.639139,876.448,1.625,85.0,137.01899,43.681952,0.0,0.0,0.0
沙坪坝区|天星桥街道|820,沙坪坝区,天星桥街道,3301.0,329.0,0.360591,0.639409,36.023,0.082,42.0,19.994251,35.494277,0.0,0.0,0.0
涪陵区|崇义街道|649,涪陵区,崇义街道,3893.0,259.0,0.357515,0.642485,32.875,0.064,86.0,67.460075,41.595874,0.0,0.0,0.0
彭水苗族土家族自治县|汉葭街道|657,彭水苗族土家族自治县,汉葭街道,4383.0,279.0,0.351504,0.648496,3365.332,5.578,156.0,178.375067,48.86916,0.0,0.0,0.0
南川区|西城街道|397,南川区,西城街道,4306.0,279.0,0.350999,0.649001,2735.93,5.233,86.0,98.742264,42.348805,0.0,0.0,0.0
巴南区|界石镇|556,巴南区,界石镇,4481.0,193.0,0.349071,0.650929,1002.973,1.576,190.0,153.218295,51.535148,0.0,0.0,0.0
江津区|德感街道|483,江津区,德感街道,4149.0,233.0,0.347903,0.652097,1023.308,2.35,238.0,246.354997,35.276838,0.0,0.0,0.0
涪陵区|李渡街道|952,涪陵区,李渡街道,3767.0,282.0,0.34702,0.65298,1843.585,3.28,197.0,284.281656,45.526,0.0,0.0,0.0
九龙坡区|石坪桥街道|782,九龙坡区,石坪桥街道,3113.0,294.0,0.346989,0.653011,81.953,0.178,66.0,24.997385,37.235949,0.0,0.0,0.0
南川区|东城街道|392,南川区,东城街道,3843.0,321.0,0.345283,0.654717,3134.059,6.473,162.0,145.119385,39.216193,0.0,0.0,0.0
渝北区|两路街道|140,渝北区,两路街道,3825.0,220.0,0.340361,0.659639,823.731,1.512,245.0,132.090683,44.130744,0.0,0.0,0.0
万州区|周家坝街道|329,万州区,周家坝街道,3153.0,253.0,0.33835,0.66165,21.719,0.048,124.0,73.566667,36.636341,0.0,0.0,0.0
涪陵区|敦仁街道|652,涪陵区,敦仁街道,2934.0,267.0,0.336259,0.663741,53.882,0.102,49.0,25.452819,42.811799,0.0,0.0,0.0
万州区|钟鼓楼街道|337,万州区,钟鼓楼街道,2882.0,277.0,0.335875,0.664125,252.493,0.492,42.0,73.049975,41.584667,0.0,0.0,0.0
綦江区|古南街道|60,綦江区,古南街道,2881.0,251.0,0.328091,0.671909,517.148,0.843,182.0,154.655428,49.713912,0.0,0.0,0.0
江津区|白沙镇|130,江津区,白沙镇,3311.0,210.0,0.326763,0.673237,660.579,1.17,101.0,157.260696,45.725282,0.0,0.0,0.0
巴南区|南泉街道|562,巴南区,南泉街道,3519.0,200.0,0.325485,0.674515,1261.726,2.082,95.0,82.202555,49.078225,0.0,0.0,0.0
渝中区|朝天门街道|145,渝中区,朝天门街道,4502.0,52.0,0.320282,0.679718,52.958,0.129,38.0,10.961127,33.311898,0.0,0.0,0.0
南岸区|南山街道|921,南岸区,南山街道,3002.0,224.0,0.320219,0.679781,752.015,1.826,196.0,143.442378,33.356026,0.0,0.0,0.0
江北区|寸滩街道|646,江北区,寸滩街道,2742.0,214.0,0.318191,0.681809,145.865,0.24,311.0,128.38466,49.242501,0.0,0.0,0.0
沙坪坝区|沙坪坝街道|827,沙坪坝区,沙坪坝街道,1878.0,292.0,0.316923,0.683077,60.729,0.164,110.0,32.726925,29.988315,0.0,0.0,0.0
沙坪坝区|曾家镇|972,沙坪坝区,曾家镇,3061.0,194.0,0.316601,0.683399,484.412,1.258,263.0,184.821361,31.190426,0.0,0.0,0.0
渝中区|两路口街道|610,渝中区,两路口街道,2336.0,247.0,0.315481,0.684519,201.332,0.449,58.0,23.647131,36.344788,0.0,0.0,0.0
渝北区|礼嘉街道|692,渝北区,礼嘉街道,2852.0,196.0,0.315285,0.684715,218.79,0.469,212.0,198.510255,37.74785,0.0,0.0,0.0
渝中区|上清寺街道|335,渝中区,上清寺街道,2357.0,233.0,0.314325,0.685675,8.476,0.018,90.0,17.773504,37.993405,0.0,0.0,0.0
北碚区|歇马镇|379,北碚区,歇马镇,2911.0,180.0,0.313129,0.686871,201.684,0.368,205.0,146.681465,44.336886,0.0,0.0,0.0
永川区|南大街街道|642,永川区,南大街街道,3181.0,190.0,0.312835,0.687165,1574.115,2.566,69.0,86.04832,49.687721,0.0,0.0,0.0
璧山区|青杠街道|409,璧山区,青杠街道,2721.0,179.0,0.30814,0.69186,194.233,0.404,184.0,125.377447,38.908386,0.0,0.0,0.0
梁平县|梁平县双桂街道|148,梁平县,梁平县双桂街道,3100.0,162.0,0.30784,0.69216,876.915,1.629,102.0,92.297211,43.602369,0.0,0.0,0.0
渝中区|七星岗街道|677,渝中区,七星岗街道,2370.0,203.0,0.30708,0.69292,11.54,0.026,45.0,13.243521,36.01493,0.0,0.0,0.0
南岸区|弹子石街道|388,南岸区,弹子石街道,2504.0,183.0,0.303456,0.696544,265.266,0.475,42.0,27.161396,45.230948,0.0,0.0,0.0
渝中区|大溪沟街道|364,渝中区,大溪沟街道,1915.0,204.0,0.295993,0.704007,58.867,0.128,62.0,23.636828,37.379687,0.0,0.0,0.0
黔江区|城西街道|512,黔江区,城西街道,2162.0,173.0,0.29333,0.70667,258.067,0.368,158.0,107.795212,56.762027,0.0,0.0,0.0
江津区|珞璜镇|129,江津区,珞璜镇,3194.0,141.0,0.292817,0.707183,2252.743,4.558,173.0,223.22131,40.029555,0.0,0.0,0.0
巫溪县|宁河街道|538,巫溪县,宁河街道,2496.0,171.0,0.292124,0.707876,1162.352,2.437,25.0,22.655618,38.641073,0.0,0.0,0.0
渝北区|龙兴镇|139,渝北区,龙兴镇,2560.0,142.0,0.291481,0.708519,633.322,1.29,263.0,288.571918,39.760633,0.0,0.0,0.0
綦江区|万盛街道|727,綦江区,万盛街道,2214.0,153.0,0.290622,0.709378,40.753,0.082,22.0,10.945597,40.348627,0.0,0.0,0.0
巫溪县|柏杨街道|550,巫溪县,柏杨街道,2225.0,125.0,0.283326,0.716674,120.375,0.246,98.0,60.342429,39.563788,0.0,0.0,0.0
铜梁区|南城街道|101,铜梁区,南城街道,2308.0,146.0,0.283258,0.716742,1063.035,2.0,79.0,95.516842,43.045791,0.0,0.0,0.0
大渡口区|新山村街道|789,大渡口区,新山村街道,1886.0,172.0,0.283235,0.716765,422.666,1.103,19.0,15.879216,31.045217,0.0,0.0,0.0
綦江区|万东镇|723,綦江区,万东镇,2269.0,116.0,0.282809,0.717191,52.528,0.089,111.0,92.76132,47.816862,0.0,0.0,0.0
九龙坡区|黄桷坪街道|786,九龙坡区,黄桷坪街道,1492.0,180.0,0.279852,0.720148,52.314,0.124,49.0,25.847406,34.249345,0.0,0.0,0.0
江北区|鱼嘴镇人民政府|680,江北区,鱼嘴镇人民政府,2163.0,114.0,0.279277,0.720723,132.985,0.234,206.0,179.192756,45.94722,0.0,0.0,0.0
北碚区|朝阳街道|191,北碚区,朝阳街道,1697.0,154.0,0.278062,0.721938,73.338,0.18,40.0,15.695678,32.925826,0.0,0.0,0.0
大足区|双路镇|423,大足区,双路镇,2091.0,119.0,0.277485,0.722515,224.232,0.506,57.0,49.422504,35.915608,0.0,0.0,0.0
奉节县|朱衣镇|496,奉节县,朱衣镇,2325.0,94.0,0.27668,0.72332,404.448,0.573,119.0,115.614936,57.143331,0.0,0.0,0.0
北碚区|水土镇|122,北碚区,水土镇,1981.0,123.0,0.276254,0.723746,199.369,0.428,135.0,178.460517,37.701879,0.0,0.0,0.0
万州区|龙都街道|327,万州区,龙都街道,2906.0,87.0,0.276145,0.723855,1494.542,3.65,117.0,91.554317,33.167885,0.0,0.0,0.0
万州区|陈家坝街道|347,万州区,陈家坝街道,2080.0,135.0,0.274266,0.725734,855.178,2.225,211.0,171.815645,31.139262,0.0,0.0,0.0
沙坪坝区|西永街道|818,沙坪坝区,西永街道,1994.0,119.0,0.273488,0.726512,402.128,0.971,274.0,141.964301,33.532675,0.0,0.0,0.0
九龙坡区|含谷镇|79,九龙坡区,含谷镇,2104.0,106.0,0.272935,0.727065,395.974,0.947,225.0,142.33936,33.881408,0.0,0.0,0.0
沙坪坝区|歌乐山镇|800,沙坪坝区,歌乐山镇,1716.0,125.0,0.270724,0.729276,180.273,0.325,63.0,103.525235,44.873685,0.0,0.0,0.0
渝中区|南纪门街道|612,渝中区,南纪门街道,1884.0,99.0,0.26907,0.73093,55.478,0.13,41.0,13.019206,34.648021,0.0,0.0,0.0
渝中区|化龙桥街道|611,渝中区,化龙桥街道,1503.0,130.0,0.267479,0.732521,90.229,0.174,65.0,43.718837,42.123921,0.0,0.0,0.0
江北区|江北城街道|648,江北区,江北城街道,1788.0,101.0,0.26696,0.73304,89.601,0.215,84.0,38.232641,33.685848,0.0,0.0,0.0
沙坪坝区|土湾街道|975,沙坪坝区,土湾街道,1435.0,132.0,0.266716,0.733284,35.242,0.076,38.0,17.805674,37.767017,0.0,0.0,0.0
江北区|铁山坪街道|678,江北区,铁山坪街道,1828.0,98.0,0.266618,0.733382,190.293,0.353,97.0,122.660553,43.661231,0.0,0.0,0.0
万州区|双河口街道|328,万州区,双河口街道,1728.0,105.0,0.266352,0.733648,145.994,0.264,118.0,79.305471,44.717,0.0,0.0,0.0
沙坪坝区|联芳街道|816,沙坪坝区,联芳街道,1642.0,107.0,0.265728,0.734272,5.314,0.011,32.0,16.012184,40.028905,0.0,0.0,0.0
大渡口区|九宫庙街道|788,大渡口区,九宫庙街道,1667.0,128.0,0.265667,0.734333,593.157,1.432,30.0,20.464823,33.543804,0.0,0.0,0.0
城口县|葛城街道|416,城口县,葛城街道,1933.0,124.0,0.264927,0.735073,1366.403,2.913,31.0,20.797139,37.99087,0.0,0.0,0.0
沙坪坝区|小龙坎街道|539,沙坪坝区,小龙坎街道,1332.0,133.0,0.264443,0.735557,46.223,0.083,23.0,5.657138,45.358718,0.0,0.0,0.0
渝中区|菜园坝街道|614,渝中区,菜园坝街道,1852.0,97.0,0.264093,0.735907,538.138,1.048,120.0,42.451215,41.603273,0.0,0.0,0.0
沙坪坝区|童家桥街道|796,沙坪坝区,童家桥街道,1368.0,127.0,0.263176,0.736824,112.219,0.241,37.0,16.958155,37.74607,0.0,0.0,0.0
沙坪坝区|新桥街道|799,沙坪坝区,新桥街道,1309.0,129.0,0.262253,0.737747,169.454,0.255,82.0,31.742357,53.872433,0.0,0.0,0.0
巴南区|木洞镇|555,巴南区,木洞镇,1628.0,113.0,0.261817,0.738183,748.53,1.258,114.0,140.650109,48.185165,0.0,0.0,0.0
黔江区|正阳街道|74,黔江区,正阳街道,1673.0,93.0,0.26127,0.73873,246.582,0.44,82.0,113.614899,45.382256,0.0,0.0,0.0
九龙坡区|华岩镇|78,九龙坡区,华岩镇,1877.0,87.0,0.259618,0.740382,682.375,1.658,72.0,75.889606,33.335998,0.0,0.0,0.0
黔江区|舟白街道|75,黔江区,舟白街道,1796.0,110.0,0.258465,0.741535,1665.976,2.849,74.0,78.371278,47.366075,0.0,0.0,0.0
开县|临江镇|161,开县,临江镇,1702.0,111.0,0.25643,0.74357,1584.278,2.856,77.0,116.101253,44.926456,0.0,0.0,0.0
大渡口区|跃进村街道|795,大渡口区,跃进村街道,1107.0,141.0,0.255869,0.744131,472.812,1.327,20.0,9.255773,28.862736,0.0,0.0,0.0
长寿区|晏家街道|119,长寿区,晏家街道,1875.0,105.0,0.255611,0.744389,1855.779,3.722,166.0,183.446988,40.382451,0.0,0.0,0.0
沙坪坝区|青木关镇|819,沙坪坝区,青木关镇,1384.0,94.0,0.254901,0.745099,268.409,0.374,127.0,65.875456,58.120268,0.0,0.0,0.0
九龙坡区|金凤镇|87,九龙坡区,金凤镇,1375.0,94.0,0.254211,0.745789,219.629,0.503,178.0,172.721331,35.379484,0.0,0.0,0.0
渝北区|木耳镇|518,渝北区,木耳镇,1507.0,106.0,0.251817,0.748183,1308.841,2.521,19.0,70.268787,42.049601,0.0,0.0,0.0
彭水苗族土家族自治县|绍庆街道|658,彭水苗族土家族自治县,绍庆街道,1881.0,121.0,0.251207,0.748793,2462.682,5.738,18.0,17.300707,34.763059,0.0,0.0,0.0
酉阳土家族苗族自治县|龙潭镇|787,酉阳土家族苗族自治县,龙潭镇,1702.0,121.0,0.250043,0.749957,3018.985,5.011,122.0,170.671887,48.795754,0.0,0.0,0.0
江津区|李市镇|466,江津区,李市镇,1372.0,78.0,0.248896,0.751104,538.269,0.77,51.0,119.536879,56.591316,0.0,0.0,0.0
大足区|万古镇|417,大足区,万古镇,1430.0,69.0,0.24816,0.75184,503.857,0.749,71.0,61.848012,54.457469,0.0,0.0,0.0
开县|赵家街道|213,开县,赵家街道,1439.0,72.0,0.248146,0.751854,494.887,1.031,230.0,176.805191,38.890695,0.0,0.0,0.0
渝中区|望龙门街道|138,渝中区,望龙门街道,1511.0,50.0,0.2474,0.7526,125.925,0.249,31.0,12.679237,40.940949,0.0,0.0,0.0
南岸区|龙门浩街道|190,南岸区,龙门浩街道,1099.0,87.0,0.247289,0.752711,83.644,0.124,80.0,19.71164,54.423882,0.0,0.0,0.0
璧山区|丁家街道|404,璧山区,丁家街道,1631.0,93.0,0.246894,0.753106,2280.273,3.68,133.0,172.039461,50.192617,0.0,0.0,0.0
沙坪坝区|石井坡街道|793,沙坪坝区,石井坡街道,1096.0,97.0,0.246525,0.753475,473.049,0.879,36.0,22.584332,43.604942,0.0,0.0,0.0
大渡口区|跳磴镇|966,大渡口区,跳磴镇,1379.0,62.0,0.244995,0.755005,354.303,0.821,156.0,134.820425,34.935487,0.0,0.0,0.0
永川区|大安街道|639,永川区,大安街道,1224.0,73.0,0.243542,0.756458,623.002,0.93,143.0,154.769744,54.271732,0.0,0.0,0.0
璧山区|大路街道|405,璧山区,大路街道,1171.0,64.0,0.242801,0.757199,153.677,0.25,106.0,115.845554,49.809363,0.0,0.0,0.0
万州区|分水镇|16,万州区,分水镇,1104.0,71.0,0.24239,0.75761,198.379,0.376,88.0,153.337223,42.741129,0.0,0.0,0.0
江津区|石蟆镇|131,江津区,石蟆镇,1392.0,58.0,0.241209,0.758791,990.703,1.544,67.0,133.936955,51.98059,0.0,0.0,0.0
云阳县|凤鸣镇|250,云阳县,凤鸣镇,1227.0,55.0,0.240874,0.759126,257.759,0.472,13.0,59.278951,44.275751,0.0,0.0,0.0
九龙坡区|走马镇|3,九龙坡区,走马镇,1365.0,41.0,0.239956,0.760044,359.042,0.719,242.0,137.580942,40.452883,0.0,0.0,0.0
黔江区|城南街道|511,黔江区,城南街道,1176.0,70.0,0.239325,0.760675,831.699,1.464,57.0,95.586585,46.024912,0.0,0.0,0.0
彭水苗族土家族自治县|保家镇|995,彭水苗族土家族自治县,保家镇,1267.0,45.0,0.239282,0.760718,372.681,0.523,136.0,122.39019,57.735878,0.0,0.0,0.0
荣昌县|广顺街道|735,荣昌县,广顺街道,918.0,70.0,0.238731,0.761269,52.933,0.098,11.0,34.368772,43.912226,0.0,0.0,0.0
开县|长沙镇|156,开县,长沙镇,1229.0,53.0,0.238427,0.761573,494.005,0.964,48.0,70.872001,41.501574,0.0,0.0,0.0
沙坪坝区|井口镇|969,沙坪坝区,井口镇,1077.0,67.0,0.238068,0.761932,488.845,1.01,46.0,31.072905,39.192452,0.0,0.0,0.0
北碚区|静观镇|915,北碚区,静观镇,1015.0,72.0,0.238042,0.761958,576.293,0.958,49.0,61.601824,48.751636,0.0,0.0,0.0
沙坪坝区|回龙坝镇|974,沙坪坝区,回龙坝镇,1070.0,50.0,0.23786,0.76214,10.268,0.025,139.0,105.747403,33.119159,0.0,0.0,0.0
忠县|拔山镇|167,忠县,拔山镇,1048.0,75.0,0.237672,0.762328,1040.325,1.417,43.0,100.151426,59.466244,0.0,0.0,0.0
云阳县|南溪镇|251,云阳县,南溪镇,1472.0,62.0,0.237589,0.762411,1153.008,3.123,72.0,323.886666,29.909844,0.0,0.0,0.0
綦江区|东溪镇|726,綦江区,东溪镇,1162.0,78.0,0.237562,0.762438,1293.268,2.304,109.0,117.761389,45.470745,0.0,0.0,0.0
荣昌县|安富街道|733,荣昌县,安富街道,929.0,82.0,0.237103,0.762897,601.41,1.276,12.0,37.169337,38.173468,0.0,0.0,0.0
渝北区|翠云街道|693,渝北区,翠云街道,1325.0,57.0,0.237037,0.762963,888.74,2.126,150.0,87.924403,33.85857,0.0,0.0,0.0
沙坪坝区|磁器口街道|650,沙坪坝区,磁器口街道,1169.0,41.0,0.23617,0.76383,187.26,0.44,49.0,14.257308,34.496302,0.0,0.0,0.0
秀山土家族苗族自治县|平凯街道|64,秀山土家族苗族自治县,平凯街道,1004.0,56.0,0.236164,0.763836,268.096,0.391,66.0,69.609585,55.476942,0.0,0.0,0.0
永川区|朱沱镇|631,永川区,朱沱镇,1140.0,72.0,0.236157,0.763843,930.333,2.132,30.0,72.621923,35.352651,0.0,0.0,0.0
大足区|通桥镇|439,大足区,通桥镇,863.0,72.0,0.235731,0.764269,331.984,0.631,38.0,94.589467,42.595196,0.0,0.0,0.0
梁平县|梁平县双桂工业园区|599,梁平县,梁平县双桂工业园区,1174.0,40.0,0.235689,0.764311,233.728,0.516,18.0,24.924866,36.683648,0.0,0.0,0.0
綦江区|南桐镇|411,綦江区,南桐镇,924.0,57.0,0.235484,0.764516,87.701,0.146,48.0,38.458418,48.820529,0.0,0.0,0.0
北碚区|复兴镇|48,北碚区,复兴镇,1342.0,61.0,0.235242,0.764758,1701.783,2.916,212.0,178.166648,47.267459,0.0,0.0,0.0
綦江区|打通镇|413,綦江区,打通镇,1070.0,73.0,0.235218,0.764782,889.698,2.011,24.0,41.609917,35.842022,0.0,0.0,0.0
巴南区|南彭街道|561,巴南区,南彭街道,1418.0,54.0,0.235199,0.764801,1804.883,2.944,203.0,170.820662,49.653065,0.0,0.0,0.0
渝北区|悦来街道|690,渝北区,悦来街道,1188.0,65.0,0.235057,0.764943,895.092,2.349,353.0,152.920048,30.864805,0.0,0.0,0.0
云阳县|江口镇|278,云阳县,江口镇,1440.0,64.0,0.234986,0.765014,1807.184,3.675,35.0,92.436186,39.832964,0.0,0.0,0.0
