specification,metric_id,candidate_score,history_score,spatial_ar_score,candidate_minus_history,candidate_minus_spatial_ar,candidate_beats_history,candidate_beats_spatial_ar
all_12_horizons_all_zones,equal_event_normalized_mae,0.379254504055795,0.38374996122934624,0.3830715931479063,-0.0044954571735512094,-0.003817089092111259,True,True
reported_horizons_all_zones,equal_event_log1p_mae,0.29311247286262704,0.2829191146004519,0.28196684694488905,0.010193358262175156,0.011145625917737989,False,False
reported_horizons_all_zones,equal_event_median_normalized_ae,0.2179492512690549,0.1932232907546251,0.19293854144584482,0.024725960514429796,0.025010709823210076,False,False
reported_horizons_all_zones,equal_event_normalized_mae,0.36838923900541926,0.3626162626409588,0.36141612169760795,0.005772976364460447,0.006973117307811305,False,False
reported_horizons_all_zones,equal_event_wape,0.210485345505347,0.12483415293201638,0.12526598086472449,0.08565119257333062,0.08521936464062252,False,False
reported_horizons_scale_at_least_10,equal_event_normalized_mae,0.2815115396674819,0.275973051520483,0.2754126678377157,0.005538488146998866,0.006098871829766206,False,False
reported_horizons_scale_at_least_100,equal_event_normalized_mae,0.22182749433391963,0.20243493545043117,0.20245552334566436,0.019392558883488453,0.01937197098825527,False,False
