control_id,control_label,candidate_error,control_error,candidate_minus_control,bootstrap_ci_low,bootstrap_ci_high,candidate_better,candidate_fold_wins
effective_date_plus_4w,Action date +4 weeks,0.36838923900541926,0.3589183344673512,0.009470904538068044,0.005853143188698729,0.013100922185048127,False,2
action_deleted,Action deleted,0.36838923900541926,0.3626162626409588,0.00577297636446048,-0.0002787628013696897,0.0118266292593727,False,2
zone_exposure_shuffle_seed_20260723,Zone exposure shuffle,0.36838923900541926,0.36401165973766847,0.004377579267750724,0.002035551266173311,0.006775307630039873,False,1
action_component_permutation,Action component permutation,0.36838923900541926,0.36484701977997874,0.003542219225440485,0.000709353679241555,0.0065108252762090466,False,3
effective_date_minus_4w,Action date -4 weeks,0.36838923900541926,0.37030774297121916,-0.0019185039657999108,-0.002208510786830965,-0.0016308158556353875,True,3
cross_event_action_swap,Cross-event action swap,0.36838923900541926,0.37117880102724454,-0.0027895620218252835,-0.006547026142393422,0.0010149079531671843,True,3
wrong_spatial_scope,Wrong spatial scope,0.36838923900541926,0.3814956386854111,-0.013106399679991844,-0.016829712022872558,-0.009348788713216231,True,2
